36028801179713530 0
36028801448148963 0
108086394412335083 0
108086395217641466 0
180143979591892998 0
180143983618424886 0
180143983886860244 0
180143986302779396 0
180143986571214851 0
180143988450263019 0
180143989255569402 0
180143989792440292 0
252201563429273588 0
252201573629820934 0
252201577656352822 0
252201577924788180 0
252201578998530049 2
252201579803836420 2
252201580340707326 0
252201580340707332 0
252201580609142787 0
252201582488190949 0
252201582488190955 0
252201583293497338 0
252201583561932771 0
252201583830368228 0
324259157467201524 0
324259159346249707 0
324259166057136133 0
324259166325571589 0
324259167130877966 0
324259167130877968 0
324259167667748870 0
324259171157409796 0
324259171694280758 0
324259171962716116 0
324259172499587070 2
324259173036457984 2
324259173036457985 2
324259173573328850 0
324259173573328893 2
324259173841764345 0
324259173841764347 255
324259173841764356 2
324259174110199806 2
324259174378635261 0
324259174378635268 0
324259174647070723 0
324259175989248038 0
324259176526118878 0
324259176526118885 0
324259176526118891 0
324259177331425272 0
324259177868296162 0
324259177868296164 0
324259178136731618 0
324259178136731689 0
324259178673602600 0
324259178942038056 0
396316753115742136 0
396316753115742137 0
396316753115742139 0
396316753115742140 0
396316753115742142 0
396316753115742143 0
396316753115742145 0
396316753115742148 0
396316753115742151 0
396316753115742154 0
396316753115742159 0
396316753115742162 0
396316753115742165 0
396316753384177643 0
396316760631934981 0
396316760631934991 0
396316760900370436 0
396316761168805902 0
396316761168805904 0
396316761705676806 0
396316764926902272 0
396316765195337728 0
396316765195337731 0
396316765195337732 0
396316765732208694 0
396316766000644052 0
396316766000644092 3
396316766000644093 3
396316766000644096 3
396316766000644097 3
396316766000644100 0
396316766000644143 0
396316766000644144 0
396316766000644147 0
396316766000644148 0
396316766000644150 0
396316766000644151 0
396316766000644154 0
396316766000644155 0
396316766000644158 0
396316766000644159 0
396316766000644162 0
396316766000644163 0
396316766000644166 0
396316766000644169 0
396316766000644170 0
396316766269079546 3
396316766269079547 2
396316766269079548 2
396316766269079550 2
396316766269079551 2
396316766269079552 2
396316766269079554 2
396316766269079555 2
396316766537515002 3
396316766537515003 2
396316766537515005 2
396316766537515006 2
396316766537515007 2
396316766537515008 2
396316766537515009 2
396316766537515010 2
396316766537515011 2
396316766537515012 2
396316766805950459 2
396316766805950460 2
396316766805950461 2
396316766805950462 2
396316766805950464 2
396316766805950465 2
396316766805950466 2
396316766805950467 2
396316766805950468 2
396316767074385915 2
396316767074385916 2
396316767074385917 2
